NEIGHBORHOOD,BOROUGH,BLOCK,LOT,MULTI-LOT,DATE,PRICE,LOT AREA,LOT FRONTAGE,LOT TYPE,ZONING 1,ZONING 2,OVERLAY 1,OVERLAY 2,SPECIAL DISTRICT,MIH/VIH,BASE FAR,BASE ZFA,PPZFA
Inwood,Manhattan,2175,98,No,44176,6600000,10000,100,Interior,R7-2  ,,C2-4,,,,4,40000,165
Norwood,The Bronx,3357,55,No,44175,2800000,8494,100.02,Interior,R7D ,,C2-4,,,VIH,4.2,35675,78
Eastchester,The Bronx,5655,"313, 314",Yes,44160,4800000,138529,81.05,Interior,M3-1,,,,,,2,277058,29
Morris Park,The Bronx,4223,26,No,44160,6500000,21104,41.95,Interior,R6A ,M1-1 ,,,,,1.00/3.00,43052,111
Tremont,The Bronx,3093,"51, 53",Yes,44160,8138995,15405,123.8,Interior,C4-4A,,,,,VIH,3.45,53147,122
Sunset Park,Brooklyn,815,35,No,44159,4250000,6010,60,Interior,R6B,,,,,,2,12020,116
Ocean Hill,Brooklyn,1555,19,No,44159,1400000,4900,49,Corner,M1-2,,,,,,2,9800,133
Bushwick,Brooklyn,3217,34,No,44159,1300000,3688,73.26,Corner,R6,,,,,,2.2,23320,182
East New York,Brooklyn,4017,"15, 19",Yes,44158,4900000,10761,97.83,Corner,R7A ,,C2-4,,EC-5,MIH,4.6,49501,99
Bedford-Stuyvesant,Brooklyn,1911,"22, 23",Yes,44158,2453105,3743,50,Corner,R7A ,,C2-4,,,VIH,3.45,12913,190
Downtown Brooklyn,Brooklyn,118,1,No,44140,12500000,4904,49.99,Corner,C6-2,,,,,,7.2,37549,333
Ocean Hill,Brooklyn,1477,1,No,44139,13000000,44349,80,Corner,C8-2,,,,,,2,88673,147
Central Harlem,Manhattan,2040,28,No,44139,13000000,39964,49.92,Corner,C8-3,,,,,,2,79928,163
Old Astoria,Queens,909,9,No,44137,29600000,37565,100.08,Interior,R6 ,R6B,,,,,2.70/2.00,121845,139
Carnegie Hill,Manhattan,1514,59,No,44137,16900000,5219,51.03,Interior,C5-1A,,,,,,10,77326,383
Highbridge,The Bronx,2506,54,No,44134,6100000,10350,144.4,Interior,R9A ,,C2-4,,J,MIH,8.5,87975,69
Bushwick,Brooklyn,"3393, 3400","35, 36, 63, 68",Yes,44134,1600000,19528,190,Interior,R6,,,,,,2.2,42962,234
Sheepshead Bay,Brooklyn,7378,30,No,44134,10035000,3226,43.49,Interior,C8-1,,,,,,1,3226,496
Inwood,Manhattan,2243,255,No,44133,3375000,7500,75,Interior,R7D  ,,C2-4,,IN,MIH,5.6,42000,80
Williamsburg,Brooklyn,3056,"183, 184, 185, 186, 187, 188",Yes,44133,20000000,40010,296.48,Corner,M3-1,,,,,,2,80020,250
Port Morris,The Bronx,2309,"20, 21",Yes,44132,2050000,5000,50,Interior,M1-2/R6A  ,,,,MX-1 ,,3,15000,137
Columbia Street Waterfront District,Brooklyn,299,11,No,44131,4000000,4301,49.58,Interior,R6A,,,,,,3,12903,310
Bushwick,Brooklyn,3184,38,No,44130,1000000,2500,25,Interior,R6,,C1-3,,,,2.2,5500,182
Foxhurst,The Bronx,2975,1,No,44126,2119000,13848,50.5,Corner,R7-1 ,,,,,,3.44,55402,38
Williamsburg,Brooklyn,2325,32,Yes,44126,4300000,2500,25,Corner,M1-2/R6A ,,,,MX-8,VIH,2.7,6750,637
Mott Haven,The Bronx,2293,42,No,44125,1550000,3098,27,Interior,C4-4 ,,,,,,4,12392,125
Hunts Point,The Bronx,2741,42,No,44120,1650000,7600,45,Interior,M1-2 ,,,,HP,,2,15200,109
Foxhurst,The Bronx,2718,"48, 50",Yes,44119,1020000,12766,100,Interior,R7-1 ,,,,,,3.44,43915,73
Williamsburg,Brooklyn,2247,5,No,44119,9150000,1507,22.6,Through,R6 ,,C2-3,,,,3,4521,226
Long Island City,Queens,371,38,No,44119,3199999,10600,159.45,Corner,M1-2/R6A  ,,,,LIC,,3,31800,288
Park Slope,Brooklyn,1024,65,No,44117,2850000,4367,18.67,Interior,R6B,,,,,,2,8734,326
East New York,Brooklyn,4562,27,No,44111,5600000,22000,110,Corner,M1-1,,,,,,1,22000,255
Westchester Village,The Bronx,3838,"260, 311",Yes,44104,13500000,118800,160.24,Interior,M3-1,,,,,,2,237600,57
Parkchester,The Bronx,3932,163,Yes,44103,9045000,8748,41.72,Interior,R6,,,,,,2.2,19246,70
Fordham,The Bronx,3187,"5, 7",Yes,44103,1350000,10000,100,Interior,R7A  ,,C2-4,,J,MIH,4.6,46000,197
East Harlem,Manhattan,1789,9,No,44098,1004000,8376,83,Through,C4-4D  ,,,,125TH,VIH,5.4,45230,211
Park Slope,Brooklyn,948,49,No,44098,9550000,1709,22.5,Interior,R6A,R6B,C1-3,,,,3.00/ 2.00,4750,211
Morrisania,The Bronx,2386,"29, 30, 34, 65, 66, 136, 164",Yes,44090,14000000,59238,325.06,Through,M1-1 ,M1-1/R7-2,,,MX-7,,1.00/2.40/3.44,161461,87
Flatbush,Brooklyn,5188,6,No,44089,3000000,7315,55,Through,R7A  ,,C2-4,,,VIH,3.45,25237,119
Belmont,The Bronx,3111,59,No,44084,1500000,6945,81.58,Corner,R7-1,,,,,,4,27780,54
Briarwood,Queens,9649,"17, 25",Yes,44084,12950000,30100,565.08,Corner,R6A,,C1-4,,,,3,90300,143
Mount Eden,The Bronx,2782,8,No,44083,1650000,6000,60,Interior,R7-1,,,,,,3.44,20640,80
Highbridge,The Bronx,2523,"59, 61, 174, 175, 176",Yes,44077,31000000,60622,687.5,Through,R7-1,M1-5,,,,,3.44/5.00,283607,109
Concourse,The Bronx,2353,1,No,44076,16900000,31200,358,Corner,R7A,,C2-4,,,VIH,3.45,107640,157
Port Morris,The Bronx,2599,"61, 62, 69, 87, 175",Yes,44074,117791000,629169,1129,Interior,M3-1,,,,,,2,1258338,94
Ocean Hill,Brooklyn,1492,20,No,44074,1380000,2570,26,Interior,R6,,,,,,3,10022,138
Sheepshead Bay,Brooklyn,7421,37,No,44071,15500000,37578,131,Corner,R7A ,R4,C1-2,,,,0.75/ 4.00,131859,118
Greenpoint,Brooklyn,2684,15,No,44070,1750000,2500,25,Interior,R6B,,,,,,2,5000,350
Williamsburg,Brooklyn,"2369	","19, 4",Yes,44068,23000000,27886,170,Corner,M1-2/R6A ,,,,MX-8,VIH,2.7,97915,235
Fordham,The Bronx,3317,23,No,44063,5050000,22000,173.55,Interior,R8,,C2-3,,,,7.20/6.02,152904,83
Washington Heights,Manhattan,2170,118,No,44063,8000000,20375,64,Interior,R7-2,,,,,,3.44,70090,114
Williamsburg,Brooklyn,2989,32,No,44063,12750000,11925,114.03,Corner,M3-1,,,,,,2,23850,212
Crown Heights,Brooklyn,1247,23,No,44060,1145000,2755,19.8,Interior,R6A,,,,,,3,8265,139
Kingsbridge,The Bronx,5703,206,No,44057,1500000,9189,32,Interior,R6,,,,,,2.2,20216,74
Fordham,The Bronx,3173,68,No,44056,1195000,5863,117.25,Interior,R8,,,,,,6.02,35295,59
Mott Haven,The Bronx,2344,1,No,44056,9000000,16239,81.5,Corner,C6-2A,,,,,VIH,5.4,87691,103
Kingsbridge,The Bronx,5714,159,No,44056,2100000,5019,50.19,Interior,R6,,,,,,2.2,11042,108
Bedford-Stuyvesant,Brooklyn,1716,"59, 60, 61",Yes,44055,5800000,16545,174,Corner,M1-2,,,,,,2,33090,175
East Flatbush,Brooklyn,4588,"81, 79, 76",Yes,44049,4580000,9720,108,Interior,R7-1,,,,,,4,38880,118
Crown Heights,Brooklyn,1393,51,No,44047,2350000,6069,50.33,Interior,R6,,,,,,3,18207,129
Bushwick,Brooklyn,3394,57,No,44043,2650000,3000,20,Interior,R6 ,,C1-3,,,,2.20/ 3.00,8200,146
Bedford-Stuyvesant,Brooklyn,1855,4,No,44043,1200000,3376,48,Interior ,R6A /C2-4,,,,,,3,10128,262
Greenwood Heights,Brooklyn,675,1,No,44042,11600000,43194,138,Corner,M3-1,,,,,,2,86388,116
Kingsbridge Heights,The Bronx,3267,38,No,44041,10000000,7047,232,Corner,R6,,C2-3,,,,3,21141,57
Park Slope,Brooklyn,1027,"10, 11",Yes,44041,1200000,3485,36.66,Interior,R6B,,,,,,2,6970,301
East Harlem,Manhattan,1796,2,No,44036,1900000,1875,25,Interior,R9A  ,,C2-5,,"EHC, TA",MIH,8.5,13687,139
Belmont,The Bronx,3041,42,No,44035,2200000,3872,35.39,Corner,C4-5X,,,,,,3.75,23567,93
Chelsea,Manhattan,716,"54, 56",Yes,44033,18500000,6900,75,Interior,R8 ,R8A,,,,,6.02,41538,445
Flatbush,Brooklyn,4853,11,No,44027,21500000,4040,26,Interior,R7-1 ,,C1-3,,,,4,15371,89
Highbridge,The Bronx,2865,"15, 19",Yes,44027,54500000,24856,401.46,Interior,R8A,,,,J,MIH,7.2,178963,120
East Village,Manhattan,444,"1, 3, 5",Yes,44027,1375000,14046,162.42,Corner,C6-2A,,,,,VIH,6,100568,542
Inwood,Manhattan,2198,"1, 5",Yes,44025,23600000,27741,73,Corner,M1-4/R9A ,,,,IN,MIH,8.5,93816,252
Greenwood Heights,Brooklyn,630,22,No,44021,6700000,6935,60,Interior,M1-2D,,,,,,1.65,11443,586
Hunts Point,The Bronx,2765,"132, 127",Yes,44019,3880000,15000,150,Interior,R6,M1-2,,,HP,,3.00/ 2.00,32700,119
Lower East Side,Manhattan,343,"63, 62",Yes,44013,10500000,5004,24.83,Interior,R8A,,,,,VIH,5.4,27022,389
Belmont,The Bronx,3113,6,No,44012,1300000,6250,50,Interior,R7-1 ,,,,,,3.44,21500,60
Midtown,Manhattan,1284,14,No,44009,115000000,7164,75.43,Corner,C5-3 ,,,,MID,,15,107500,1070
East Harlem,Manhattan,1615,59,No,44007,4000000,4392,43.92,Corner,R7-2,,C1-5,,,,4,17568,228
Vinegar Hill,Brooklyn,42,24,No,44001,20250000,19991,400.42,Corner ,R6B,,,,,,2,39982,506
Hunts Point,The Bronx,2775,97,No,43999,26500000,120000,1600,Corner,M3-1,,,,,,2,240000,110
West Farms,The Bronx,2985,64,No,43993,2900000,9825,105.54,Interior,R7-1,,,,,,3.44,33798,86
Greenpoint,Brooklyn,2599,1,No,43977,1670000,2500,25,Interior,R6B,,,,,,2,5000,334
Carroll Gardens,Brooklyn,534,17,No,43973,2300000,6050,60.5,Interior,R5,,,,,,1.25,7563,304
Kensington,Brooklyn,5302,74,No,43971,1900000,6000,60,Interior,R5,,,,,,1.25,7500,253
Highbridge,The Bronx,2526,"50, 52, 76",Yes,43966,4350000,13125,150,Through,R7-1 ,,,,,,3.44,45150,96
Bedford-Stuyvesant,Brooklyn,1814,23,No,43966,4150000,12117,108.46,Interior,R6A  ,,,,,,3,36351,305
Williamsburg,Brooklyn,2380,20,No,43966,11100000,2944,118.66,Corner,R6B,,C2-4,,,,2,5888,705
North Riverdale,The Bronx,5841,1944,No,43964,4750000,11882,133.27,Interior,R6,R6B,,,,,3,35646,133
Upper East Side,Manhattan,1557,52,No,43950,31289811,12550,100,Through,C8-4,C2-8,,,TA,,10.00; 5.00,68443,270
East Village,Manhattan,396,29,No,43950,18500000,10098,114.75,Corner,R7-2  ,,C1-5,C2-5,,,4,63932,489
Westchester Square,The Bronx,4142,1,No,43948,2000000,16096,249,Interior,M1-1,,,,,,1,16096,124
Park Slope,Brooklyn,943,240,Yes,43945,59380000,70000,825.75,Corner,R6A,R6B,C1-4,,,,2.00/3.00,175950,335
Gowanus,Brooklyn,412,"15, 50, 51",Yes,43935,22500000,18500,185,Through,M1-4/R7X,M1-4/R6A,,,G,MIH,6.00/3.60,96600,233
Astoria,Queens,844,"65, 10",Yes,43934,7365000,7285,23.97,Corner,C4-3,R5B,,,,,3.4/1.35,19675,374
Williamsburg,Brooklyn,2742,"9, 5",Yes,43922,16500000,9146,198,Interior,M1-2/R6,,,,MX-8,VIH,2.7,24694,668
Midwood,Brooklyn,6739,57,No,43915,6700000,7575,50,Interior,R6A ,R7A,,,,,3.00/4.00,24100,135
Lenox Hill,Manhattan,1433,36,No,43915,3250000,1830,17.92,Interior,R10A,,,,,,10,12810,523
Wakefield,The Bronx,5069,45,No,43914,7030000,20201,136.1,Interior,R6,,C2-2,,,,3,72018,98
DUMBO,Brooklyn,20,1,No,43913,61500000,18955,251.33,Corner,M1-6/R8X,,,,MX-2 ,VIH,10,189550,324
Brownsville,Brooklyn,3525,36,No,43909,1200000,5000,150,Corner,R6 ,,C1-3,,,,2.2,11000,109
Fordham,The Bronx,3156,"62, 63",Yes,43903,3882750,15564,120.75,Interior,R8,,,,,,6.02,93695,41
Tremont,The Bronx,3143,179,No,43903,10100000,22300,65,Interior,C8-3,R7-1,,,,,2,44600,63
Cobble Hill,Brooklyn,284,7,No,43903,2800000,33345,184,Corner,R6,,,,,,3,84319,120
East New York,Brooklyn,3672,"51, 50, 49, 48",Yes,43902,4250000,7657,171.31,Corner,C4-4D,,,,EC-5 ,MIH,7.2,55130,77
Astoria,Queens,567,41,No,43900,3700000,7501,50,Interior,R6B,,,,,,2,15002,247
Long Island City,Queens,473,564,No,43896,18200000,70132,720,Interior,M1-3,,,,,,5,350660,93
East Flatbush,Brooklyn,4665,71,No,43896,3000000,10040,100.42,Interior,R6 ,,C1-3,,,,3,30120,100
Williamsburg,Brooklyn,2366,32,No,43896,32500000,14374,200,Interior,M1-2/R6A ,,,,MX-8,VIH,2.7,38810,469
Inwood,Manhattan,2199,34,No,43895,3050000,14928,75,Interior,M1-4/R7A  ,,,,IN,MIH,4.6,68669,117
Flatbush,Brooklyn,5111,46,No,43895,1500000,5526,51.08,Interior,R6,,,,,,2.2,12157,123
Bushwick,Brooklyn,3207,1,No,43895,1300000,2375,120,Corner,R6  ,,C2-3,,,,2.2,5225,249
Williamsburg,Brooklyn,2335,3,No,43895,8000000,2500,25,Interior,M1-2/R6A ,,,,MX-8,VIH,2.7,6750,452
Fort Greene,Brooklyn,2046,84,No,43894,10000000,15130,167.54,Corner,R7A,R5B,C2-4,,,VIH,3.45/1.35,41119,243
Soundview,The Bronx,3627,"35, 36",Yes,43893,18500000,198537,620,Interior,R6,,,,,,2.20/3.00,485357,38
Bushwick,Brooklyn,3322,1,No,43892,3600000,5625,150,Corner,R6,,,,,,3,16875,213
Midtown South,Manhattan,841,"12, 13",Yes,43889,18500000,4126,42.5,Interior,M1-6,,,,,,10,41260,448
Mott Haven,The Bronx,2330,"73, 70, 69, 66, 16, 17",Yes,43887,10150000,25625,297.5,Interior ,C4-4 ,,,,,,3.44/4.00,109849,92
Bedford-Stuyvesant,Brooklyn,1910,27,No,43887,1500000,1626,22.75,Interior ,R7A ,,C2-4,,,VIH,3.45,5610,267
Washington Heights,Manhattan,2180,"62, 63, 64",Yes,43885,16900000,37081,210,Interior,R7-2,,,,,,3.44,146000,116
Midtown,Manhattan,1309,69,No,43879,184000000,8725,75.42,Corner,C5-3  ,,,,MID,,15,220000,836
Port Morris,The Bronx,2278,70,No,43874,2150000,12500,125,Interior,M1-2/R6A ,,,,MX-1,,3,37500,71
Prospect Lefferts Gardens,Brooklyn,5036,75,No,43874,2650000,5000,50,Interior,R6,,C2-3,,,,2.2,11000,195
Bushwick,Brooklyn,3248,33,No,43874,2050000,4632,59.89,Interior,R6,,,,,,2.2,10190,201
Gramercy Park,Manhattan,923,26,No,43872,12000000,4140,45,Interior,R8A,,,,,,6.02,24923,481
Midwood,Brooklyn,6733,"11, 21",Yes,43872,18130000,33000,417.25,Interior,M1-1,,,,,,1,33000,549
Hunts Point,The Bronx,2765,"138, 196, 197",Yes,43871,4250000,12500,225,Corner,R6,,,,,,2.20/3.00,31500,135
Crown Heights,Brooklyn,1280,28,No,43867,1605000,4198,25.4,Interior,R6,,,,,,2.2,9236,174
Midtown,Manhattan,1263,21,No,43867,9500000,2397,23.83,Interior,C6-4.5 ,,,,MID,,12,28764,330
Bedford-Stuyvesant,Brooklyn,1864,9,No,43866,1850000,2000,20,Interior ,R7D,,C2-4,,,VIH,4.2,8400,220
Gramercy Park,Manhattan,923,"35, 36, 37, 38",Yes,43866,28500000,7360,92,Corner,C1-8A,,,,,,7.52,54765,520
Brighton Beach,Brooklyn,8764,4,No,43865,3300000,11425,229.17,Corner,R6,,,,,,3,34275,96
Inwood,Manhattan,2237,"18, 16",Yes,43865,12536482,26615,177,Corner,R7A,R7-2,C2-4,,IN,,4,106460,118
Foxhurst,The Bronx,2744,"23, 24, 25",Yes,43864,1500000,5250,58,Interior,R7-1,,C2-4,,,,4,21000,80
Greenpoint,Brooklyn,2534,39,No,43864,1675000,2450,24.5,Interior,M3-1,,,,,,2,4900,306
Flatbush,Brooklyn,4949,35,No,43860,1075000,3280,32,Interior,R6,,,,,,3,9840,109
Woodlawn,The Bronx,5034,50,No,43860,2650000,12389,150,Interior,C8-1,,,,,,1,12389,214
Flatiron District,Manhattan,819,"26, 55",Yes,43859,17600000,4968,54,Through,C6-4A,,,,,,10,36266,485
Prospect Heights,Brooklyn,4798,28,No,43854,1133275,3600,40,Interior,R6,,,,,,2.2,7920,143
South Slope,Brooklyn,891,26,No,43854,1750400,2404,24,Interior,R6B,,,,,,2,4808,364
Crown Heights,Brooklyn,1246,17,No,43853,7100000,15660,250.33,Corner,R6A,,,,,,3,46980,151
Port Morris,The Bronx,2599,62,No,43851,6250000,16673,350,Interior,M3-1,,,,,,2,33346,187
Concourse Village,The Bronx,2433,36,No,43847,2500000,9742,197.1,Corner,R7-1,,,,,,3.44,33512,75
University Heights,The Bronx,"3244, 3245","1, 3",Yes,43845,18029375,480318,3243,Interior,M1-1,M3-1,,,,,1.00/2.00,524118,34
Williamsburg,Brooklyn,2386,"4, 7",Yes,43845,33099990,25000,450,Corner,M1-2/R6A ,,,,MX-8,VIH,2.7,67500,490
Sunset Park,Brooklyn,754,27,No,43844,5550000,15226,152,Interior,M1-2D,,,,,,2,30452,182
Gowanus,Brooklyn,1027,55,No,43844,1470000,2500,25,Interior,R6B,,,,,,2,5000,294
Hunts Point,The Bronx,2766,218,No,43840,5400000,13937,147,Interior,M1-2,,,,HP,,2,27874,100
East Harlem,Manhattan,1617,34,No,43840,2800000,3078,30.5,Interior,R9,,C2-5,,,MIH,8,13851,166
Bushwick,Brooklyn,3218,"1, 5, 59",Yes,43840,2300000,8950,185,Corner,R6  ,,C1-3,,,,2.2,23490,230
Bedford-Stuyvesant,Brooklyn,1835,"5, 105",Yes,43839,1245000,1900,20,Interior,R6A,,C2-4,,,,3,5700,218
Greenpoint,Brooklyn,2533,16,No,43839,4000000,5000,50,Interior,R6B,,,,,,2,10000,400
Flatbush,Brooklyn,5108,"46, 48, 49",Yes,43837,3760413,9601,79.08,Interior,R6,,,,,,3,28803,131
Borough Park,Brooklyn,5620,37,No,43836,1800000,3597,127.08,Corner ,R6,,,,,,3,10791,167
Long Island City,Queens,374,33,No,43836,13000000,16143,126.51,Interior,M1-2/R6A,,,,LIC,,3,48429,268
Astoria,Queens,872,4,No,43833,2250000,4050,25,Interior,R6A ,R5D,C1-3,,,,3.00/2.00,8981,251
Fordham,The Bronx,3244,130,No,43832,12000000,43278,179.8,Interior,M3-1,,,,,,2,86556,139
Highbridge,The Bronx,2508,1,No,43829,1400000,5000,150,Corner,R7-1,,,,,,3.44,17200,65
Midwood,Brooklyn,7577,60,No,43829,16150000,17958,351.75,Corner,C4-4D,,,,,MIH,7.2,129298,125
East Harlem,Manhattan,1659,105,No,43829,1125000,1817,18,Interior,R7A,R9,C2-5,,EHC,MIH,9,10720,131
Astoria,Queens,532,"28, 29",Yes,43822,1475000,4500,50,Interior,R5B,,,,,,1.35,6075,243
Foxhurst,The Bronx,2714,30,No,43819,4283744,25840,495,Corner ,R7-1,,C1-4,,,,4,103360,41
Homecrest,Brooklyn,7324,34,No,43818,1150000,2955,23.5,Interior,R7A,,,,,,4,11820,97
Times Square,Manhattan,1000,55,No,43817,140000000,15565,155,Interior,C6-5.5 ,C6-7T,,,MID,,12.00 / 14.00,276000,507
Borough Park,Brooklyn,5346,"15, 17",Yes,43816,7500000,30178,178,Interior,M1-2,,,,,,2,60356,124
Ocean Hill,Brooklyn,1544,"15, 16",Yes,43815,1437550,5033,50.33,Interior,R6A,,,,,MIH,3.6,18119,79
Red Hook,Brooklyn,586,"2, 3, 4, 5, 6, 7, 8, 9, 11",Yes,43815,8100000,19281,304.75,Corner ,R5,,,,,,1.25,24101,336
Williamsburg,Brooklyn,2323,9,No,43812,41361482,20584,173.33,Through,M1-2/R6,M1-2/R6A,,,MX-8,VIH,2.20/2.70,82000,504
Ditmas Park,Brooklyn,5217,53,No,43811,1687500,3440,95.25,Interior,R6A,,,,,,3,10320,164
Williamsburg,Brooklyn,"2376, 2361, 2355","50, 1, 1",Yes,43811,150000000,304757,1548.91,Corner,C6-2,,,,,,2,609514,246
Turtle Bay,Manhattan,1302,25,No,43811,115000000,10545,105.01,Interior,C5-2.5  ,,,,MID,,12,183310,627
Carnegie Hill,Manhattan,1497,"52, 53",Yes,43810,71000000,6358,102,Corner,C5-1  ,,,,MP,,10,62668,1133
Mott Haven,The Bronx,2577,63,No,43808,1525000,4808,148.1,Corner,R7-1,,,,,,3.44,16540,92
Bedford-Stuyvesant,Brooklyn,1763,53,No,43804,1000000,2000,20,Interior ,R6B,,,,,,2,4000,250
Clinton Hill,Brooklyn,2010,53,No,43804,6500000,6780,56.5,Interior,R6A ,R9,C2-5,,,MIH,3.00/7.52,25312,257
Bushwick,Brooklyn,3273,6,No,43802,1250000,1800,20,Corner,R6,,C1-3,,,,3,5400,231
Highbridge,The Bronx,2857,"23, 24",Yes,43796,5152052,14298,245,Through,R8A ,,,,J,MIH,7.2,102946,74
Sunset Park,Brooklyn,5809,"7, 10",Yes,43796,7625000,14000,240,Corner ,R7A ,R6B,C2-4,,,VIH,3.45/2.00,42500,121
Bushwick,Brooklyn,3428,13,No,43795,1050000,3000,30,Interior ,R6,,,,,,2.2,8530,108
Mott Haven,The Bronx,2577,9,No,43795,1900000,7758,177.58,Corner,M1-2,,,,,,2,15516,122
Bushwick,Brooklyn,3471,32,No,43795,925000,2500,25,Interior,R6,,,,,,2,5000,210
Central Midtown,Manhattan,1310,1,No,43794,616755254,27950,200.83,Corner ,C5-3,,,,MID,,15,688461,896
Bushwick,Brooklyn,3314,75,No,43790,3300000,2500,25,Interior,R6,,,,,,2,15000,220
Flatbush,Brooklyn,4837,75,No,43789,3000000,7000,35,Interior,R7-1,,,,,,3.44,15925,188
Ocean Hill,Brooklyn,1544,21,No,43788,12500000,40966,586,Corner ,C4-4L ,,,,,MIH,4.6,188444,66
New Dorp,Staten Island,3960,350,No,43777,12000000,134071,297,Interior,C4-1,,,,,,1.25,167589,72
Bedford-Stuyvesant,Brooklyn,1736,"34, 35, 37, 38, 39, 137",Yes,43768,12450000,14667,231.7,Corner,R7D,,C2-4,,,MIH,5.6,82135,152
Greenpoint,Brooklyn,2649,24,No,43767,2250000,2500,25,Interior,R7A,,,,,VIH,3.45,8625,261
East New York,Brooklyn,3989,7,No,43766,1323850,5000,50,Interior,R6A,,,,,MIH,3.6,18000,74
Norwood,The Bronx,3357,120,No,43761,2000000,11358,500.4,Interior,C8-2,,,,,,2,22716,88
Gowanus,Brooklyn,433,28,No,43755,18573500,30100,530,Corner ,M1-4/R7A,,,,G,MIH,4.6,138460,236
Gowanus,Brooklyn,440,"21, 47, 23, 24, 25, 26, 48",Yes,43755,32681500,18845,200,Corner ,M1-4/R6A,M1-4/R7A,,,G,,4.60/3.60,78687,236
Brighton Beach,Brooklyn,8664,"411, 450",Yes,43742,1166000,3200,120,Corner,R6,,,,OP,,2.2,7040,166
Flatbush,Brooklyn,4885,61,No,43741,1290000,4000,40,Interior,R6,,,,,,2.2,8800,147
East Flatbush,Brooklyn,4622,20,No,43740,1060000,4000,40,Interior,R6,,,,,,3,12000,88
Manhattanville,Manhattan,1987,1,No,43740,33600000,17984,199.83,Corner ,C6-2 ,,,,MMU,,6.02,108264,310
Astoria,Queens,615,"2, 102",Yes,43739,3375000,4000,50,Interior,C4-3,,,,,,3.4,13600,248
Central Harlem,Manhattan,1717,23,No,43734,3078750,5164,49.5,Interior,R7-2,,,,,,3.44,17764,173
Astoria,Queens,639,1,No,43731,5000000,6692,175,Corner,M1-5,,,,,,5,33460,149
Borough Park,Brooklyn,5710,51,No,43728,2100000,4006,40,Interior ,M1-1,,,,,,1,4006,524
Mott Haven,The Bronx,2333,33,No,43727,10000000,21078,175,Corner,M1-4/R7A,,,,MX-13,VIH,3.45,72719,138
Morris Heights,The Bronx,2861,35,No,43725,3098250,10000,100,Interior,C8-3,,,,,,2,20000,155
Astoria,Queens,533,45,No,43721,5100000,5050,50,Interior,R7A ,,C2-3,,,VIH,3.45,17423,293
Flatbush,Brooklyn,5189,15,No,43718,2400000,6000,60,Interior,R6A,,,,,,3,18000,133
Bedford-Stuyvesant,Brooklyn,1538,61,No,43717,3250000,9350,93.5,Interior ,R6,,C2-3,,,,3,35266,92
West Bronx,The Bronx,3144,"4, 5, 6, 65",Yes,43711,2240000,6853,76,Interior,R7-1,,,,,,4,27412,82
West Farms,The Bronx,3121,"21, 23",Yes,43707,1380000,6534,66,Interior,R7-1,,,,,,3.44,22477,61
Red Hook,Brooklyn,574,"1, 23, 24",Yes,43706,21500000,67500,880,Corner,M2-1,,,,,,2,135000,159
Brownsville,Brooklyn,3525,27,Yes,43704,1950000,10000,100,Interior ,R6,,C1-3,,,,3,87182,22
Mount Hope,The Bronx,2892,"32, 33, 34, 35, 36, 37, 42, 43, 44, 149, 152",Yes,43704,6000000,22216,150,Interior,R7-1,,M1-1,,,,3.44,76423,79
East Harlem,Manhattan,1667,11,No,43699,2025000,2614,25,Interior,R7A,,,,,,4,10456,194
Flatbush,Brooklyn,5167,45,No,43697,3000000,6098,160,Corner ,R6A,,,,,,3,18294,164
Norwood,The Bronx,3331,"51, 52, 53",Yes,43693,2100000,11875,100,Interior,R7D,,C2-4,,,VIH,4.2,49875,99
Gowanus,Brooklyn,447,1,No,43693,4950000,4100,132,Corner,M1-2,,,,,,2,8200,439
Williamsburg,Brooklyn,2755,39,No,43690,2750000,2500,25,Interior,R6A ,R6B,C2-4,,,,3,7500,367
Gowanus,Brooklyn,438,"1, 2, 3, 8, 11, 20, 50",Yes,43689,95000000,92862,408,Interior,M1-4/R7-2,,,,G,MIH,4.4,447600,212
Astoria,Queens,660,64,No,43685,2287500,2362,26,Interior,C4-2A,,,,,,3,7086,323
Bay Ridge,Brooklyn,6133,7503,Yes ,43684,8700000,10000,100,Interior ,R7A,,,,BR,,4,41672,209
Upper West Side,Manhattan,1874,"43, 44, 45",Yes,43682,44000000,10887,99,Corner,R9A ,R8B,C1-5,,EC-3,VIH,6.5,91582,480
Crown Heights,Brooklyn,1307,80,No,43677,3600000,12000,120,Interior,C8-2,,,,,,2,23974,250
Mill Basin,Brooklyn,728,34,No,43676,1250000,46000,100,Corner,R3-1,,,,,,0.5,23000,217
Homecrest,Brooklyn,7295,3,No,43676,6000000,2295,112,Corner,R4-1,,,,,,0.75,1721,726
Central Harlem,Manhattan,1954,31,No,43671,3000000,2100,25,Interior,R8A ,,C2-4,,,,6.02,12642,237
Upper East Side,Manhattan,1555,38,No,43669,4600000,2517,25,Interior,R8B,,,,,,4,10068,457
Cypress Hills,Brooklyn,3691,8,No,43665,1275000,2250,115,Corner,R8A ,,C2-4,,EC-5,MIH,7.2,16200,79
Midtown South,Manhattan,1311,"13, 14, 15, 16, 112, 113, 114, 115",Yes,43664,103700000,10428,83.42,Corner ,C5-2.5   ,C5-2,,,MID,,12,175000,593
Williamsburg,Brooklyn,2444,"8, 7, 6, 4",Yes,43663,15000000,15900,160,Interior,M1-2/R6,,,,MX-8,VIH,2.70/2.20,38980,385
